name,sex,age,survived,class,joined,ticket,price,sibsp,parch,job,occupation,dob,date_death,boat..body.,url,ticketFreq,pricepp,fsize,title
"LOBB, Mrs Cordelia K. ",female,26,0,3,Southampton,3336,16.1,1,0,NA,NA,1886-06-30,1912-04-15, [55],/titanic-victim/cordelia-lobb.html,2,8.1,2,Mrs
"LOCKYER, Mr Edward Thomas ",male,19,0,3,Southampton,1222,7.9,0,0,NA,Grocers Assistant  ,1892-11-03,1912-04-15, [153],/titanic-victim/edward-thomas-lockyer.html,1,7.9,1,Mr
"LOVELL, Mr John Hall ",male,20,0,3,Southampton,21173,7.2,0,0,NA,Farmer  ,1892-06-30,1912-04-15,NA,/titanic-victim/john-hall-henry-lovell.html,1,7.2,1,Mr
"LULIC, Mr Nikola ",male,29,1,3,Southampton,315098,8.7,0,0,NA,NA,1883-02-24,1962-09-20,15,/titanic-survivor/nikola-lulic.html,1,8.7,1,Mr
"LUNDAHL, Mr Johan Svensson ",male,51,0,3,Southampton,347743,7.1,0,0,NA,General Labourer  ,1861-08-10,1912-04-15,NA,/titanic-victim/johan-svensson-lundahl.html,1,7.1,1,Mr
"LUNDIN, Miss Olga Elida ",female,23,1,3,Southampton,347469,7.9,0,0,NA,NA,1889-01-09,1973-03-01,10,/titanic-survivor/olga-elida-lundin.html,1,7.9,1,Miss
"LUNDSTRöM, Mr Thure Edvin ",male,32,1,3,Southampton,350403,7.6,0,0,NA,NA,1880-03-08,1942-10-10,15,/titanic-survivor/thure-edvin-lundstrom.html,1,7.6,1,Mr
"LYMPEROPOULUS, Mr Panagiotis K. ",male,30,0,3,Cherbourg,2683,6.4,0,0,NA,General Labourer  ,NA,1912-04-15, [196],/titanic-victim/panagiotis-lymperopoulus.html,1,6.4,1,Mr
"LYNTAKOFF, Mr Stanko ",male,44,0,3,Southampton,349235,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/stanko-lyntakoff.html,1,7.9,1,Mr
"MACKAY, Mr George William ",male,20,0,3,Southampton,42795,7.6,0,0,NA,Footman  ,1892-01-05,1912-04-15,NA,/titanic-victim/george-william-mackay.html,1,7.6,1,Mr
"MADIGAN, Miss Margaret ",female,21,1,3,Queenstown,370370,7.8,0,0,NA,NA,1890-08-11,1968-12-14,15,/titanic-survivor/margaret-maggie-madigan.html,1,7.8,1,Miss
"MADSEN, Mr Fridtjof Arne ",male,24,1,3,Southampton,17369,7.1,0,0,NA,NA,1888-03-17,1972-01-23,13,/titanic-survivor/fridtjof-arne-madsen.html,1,7.1,1,Mr
"MäENPää, Mr Matti Alexanteri ",male,22,0,3,Southampton,3101275,7.1,0,0,NA,NA,1889-10-07,1912-04-15,NA,/titanic-victim/matti-alexanteri-maenpaa.html,1,7.1,1,Mr
"MAHON, Miss Bridget Delia ",female,20,0,3,Queenstown,330924,7.9,0,0,NA,NA,1892-03-06,1912-04-15,NA,/titanic-victim/bridget-delia-mahon.html,1,7.9,1,Miss
"MAISNER, Mr Simon ",male,34,0,3,Southampton,2816,8.1,0,0,NA,Tailor  ,NA,1912-04-15,NA,/titanic-victim/simon-maisner.html,1,8.1,1,Mr
"MäKINEN, Mr Kalle Edvard ",male,29,0,3,Southampton,3101268,7.9,0,0,NA,General Labourer  ,1882-05-21,1912-04-15,NA,/titanic-victim/kalle-edvard-makinen.html,1,7.9,1,Mr
"MaMa, Mr Hanna Mika'il ",male,18,1,3,Cherbourg,2677,7.2,0,0,NA,NA,1893-06-22,1952-04-18,15,/titanic-survivor/hanna-mamee.html,1,7.2,1,Mr
"MANGAN, Miss Mary ",female,32,0,3,Queenstown,364850,7.8,0,0,NA,NA,1879-09-07,1912-04-15, [61],/titanic-victim/mary-mangan.html,1,7.8,1,Miss
"MANNION, Miss Margaret ",female,28,1,3,Queenstown,36866,7.7,0,0,NA,NA,1883-11-01,1970-05-15,16,/titanic-survivor/margaret-mannion.html,1,7.7,1,Miss
"MARDIROSIAN, Mr Sarkis ",male,25,0,3,Cherbourg,2655,7.2,0,0,NA,Farm Labourer  ,NA,1912-04-15,NA,/titanic-victim/sarkis-mardirosian.html,1,7.2,1,Mr
"MARINKO, Mr Dmitri ",male,23,0,3,Southampton,349238,7.9,0,0,NA,NA,NA,1912-04-15,NA,/titanic-victim/dmitri-marinko.html,1,7.9,1,Mr
"MARKOFF, Mr Marin ",male,35,0,3,Southampton,349213,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/marin-markoff.html,1,7.9,1,Mr
"MARKUN, Mr Johann ",male,33,0,3,Cherbourg,349257,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/johann-markun.html,1,7.9,1,Mr
"MATINOFF, Mr Nicola ",male,30,0,3,Cherbourg,349255,7.9,0,0,NA,NA,NA,1912-04-15,NA,/titanic-victim/nicola-matinoff.html,1,7.9,1,Mr
"MCCARTHY, Miss Catherine ",female,24,1,3,Queenstown,383123,7.8,0,0,NA,NA,1887-06-30,1948-11-12,16,/titanic-survivor/catherine-katie-mccarthy.html,1,7.8,1,Miss
"MCCORMACK, Mr Thomas Joseph ",male,19,1,3,Queenstown,367228,7.8,0,0,NA,Barman  ,1892-12-11,1975-11-04,NA,/titanic-survivor/thomas-joseph-mccormack.html,1,7.8,1,Mr
"MCCOY, Miss Agnes ",female,29,1,3,Queenstown,367226,23.2,2,0,NA,NA,1882-06-29,1957-01-14,16,/titanic-survivor/agnes-mccoy.html,3,7.7,3,Miss
"MCCOY, Miss Alice ",female,26,1,3,Queenstown,367226,23.2,2,0,NA,NA,1885-08-18,1959-12-28,16,/titanic-survivor/alice-mccoy.html,3,7.7,3,Miss
"MCCOY, Mr Bernard ",male,24,1,3,Queenstown,367226,23.2,2,0,NA,General Labourer  ,1887-11-24,1945-07-19,16,/titanic-survivor/bernard-mccoy.html,3,7.7,3,Mr
"MCDERMOTT, Miss Bridget Delia ",female,31,1,3,Queenstown,330932,7.8,0,0,NA,NA,1881-03-08,1959-11-03,13,/titanic-survivor/bridget-delia-mcdermott.html,1,7.8,1,Miss
"MCEVOY, Mr Michael ",male,19,0,3,Queenstown,36568,15.5,0,0,NA,Farm Labourer  ,1892-06-30,1912-04-15,NA,/titanic-victim/michael-mcevoy.html,2,7.8,1,Mr
"MCGOVERN, Ms Mary ",female,22,1,3,Queenstown,330931,7.9,0,0,NA,NA,1890-04-15,1957-08-24,13,/titanic-survivor/mary-mcgovern.html,1,7.9,1,Ms
"MCGOWAN, Miss Anna Louise ",female,17,1,3,Queenstown,330923,8,0,0,NA,NA,1894-07-05,1990-01-30,NA,/titanic-survivor/anna-annie-mcgowan.html,1,8,1,Miss
"MCGOWAN, Miss Catherine ",female,42,0,3,Queenstown,9232,7.8,0,0,NA,NA,1869-09-30,1912-04-15,NA,/titanic-victim/catherine-mcgowan.html,1,7.8,1,Miss
"MCMAHON, Mr Martin ",male,19,0,3,Queenstown,370372,7.8,0,0,NA,Farm Labourer  ,1893-06-30,1912-04-15,NA,/titanic-victim/martin-mcmahon.html,1,7.8,1,Mr
"MCNAMEE, Mr Neal ",male,27,0,3,Southampton,376566,16.1,1,0,NA,Provision Manager  ,1884-08-29,1912-04-15,NA,/titanic-victim/neal-mcnamee.html,2,8.1,2,Mr
"MCNAMEE, Mrs Eileen ",female,19,0,3,Southampton,376566,16.1,1,0,NA,NA,1892-12-16,1912-04-15, [53],/titanic-victim/eileen-mcnamee.html,2,8.1,2,Mrs
"MCNEILL, Miss Bridget ",female,32,0,3,Queenstown,370368,7.8,0,0,NA,NA,1880-02-29,1912-04-15,NA,/titanic-victim/bridget-mcneill.html,1,7.8,1,Miss
"MEANWELL, Mrs Marian ",female,63,0,3,Southampton,392087,8.1,0,0,NA,Milliner  ,1849-12-07,1912-04-15,NA,/titanic-victim/marian-meanwell.html,1,8.1,1,Mrs
"MEEHAN, Mr John ",male,22,0,3,Queenstown,3130,7.8,0,0,NA,General Labourer  ,1890-06-30,1912-04-15,NA,/titanic-victim/john-meehan.html,1,7.8,1,Mr
"MEEK, Mrs Annie Louisa ",female,31,0,3,Southampton,343095,8.1,0,0,NA,NA,1880-06-30,1912-04-15,NA,/titanic-victim/annie-louise-rowley-meek.html,1,8.1,1,Mrs
"MEO (MARTINO), Mr Alfonzo ",male,48,0,3,Southampton,11206,8.1,0,0,NA,Musician  ,1864-01-25,1912-04-15, [201],/titanic-victim/alfonzo-meo-martino.html,1,8.1,1,Mr
"MERNAGH, Mr Robert ",male,28,0,3,Queenstown,368703,7.8,0,0,NA,Farm Labourer  ,1883-12-30,1912-04-15,NA,/titanic-victim/robert-mernagh.html,1,7.8,1,Mr
"MIDTSJø, Mr Karl Albert ",male,21,1,3,Southampton,345501,7.8,0,0,NA,Farmer  ,1890-08-04,1939-01-25,15,/titanic-survivor/karl-albert-midtsjo.html,1,7.8,1,Mr
"MIHOFF, Mr Stoytcho ",male,28,0,3,Southampton,349207,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/stoytcho-mihoff.html,1,7.9,1,Mr
"MILES, Mr Frank ",male,23,0,3,Southampton,359306,8.1,0,0,NA,Engineer  ,1889-06-30,1912-04-15,NA,/titanic-victim/frank-miles.html,1,8.1,1,Mr
"MINEFF, Mr Ivan ",male,24,0,3,Southampton,349233,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/ivan-mineff.html,1,7.9,1,Mr
"MINKOFF, Mr Lazar ",male,21,0,3,Southampton,349211,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/lazar-minkoff.html,1,7.9,1,Mr
"MITKOFF, Mr Mito ",male,23,0,3,Southampton,349221,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/mito-mitkoff.html,1,7.9,1,Mr
"MOCKLER, Miss Ellen Mary ",female,23,1,3,Queenstown,330980,7.9,0,0,NA,NA,1889-04-01,1984-04-01,16,/titanic-survivor/ellen-mary-mockler.html,1,7.9,1,Miss
"MOEN, Mr Sigurd Hansen ",male,27,0,3,Southampton,348123,7.7,0,0,NA,Carpenter / Joiner  ,1885-01-17,1912-04-15, [309],/titanic-victim/sigurd-hansen-moen.html,1,7.7,1,Mr
"MOOR, Master Meier ",male,7,1,3,Southampton,392096,12.5,0,1,NA,NA,1904-11-15,1975-04-15,14,/titanic-survivor/meier-moor.html,2,6.2,2,Master
"MOOR, Mrs Beila ",female,29,1,3,Southampton,392096,12.5,0,1,NA,Tailor  ,1882-05-20,1958-01-30,14,/titanic-survivor/beila-moor.html,2,6.2,2,Mrs
"MOORE, Mr Leonard Charles ",male,19,0,3,Southampton,54510,8.1,0,0,NA,Bricklayer  ,1893-06-30,1912-04-15,NA,/titanic-victim/leonard-charles-moore.html,1,8.1,1,Mr
"MORAN, Miss Bridget ",female,28,1,3,Queenstown,371110,24.1,1,0,NA,NA,1883-09-09,1961-04-15,16,/titanic-survivor/bertha-bridget-moran.html,3,8,2,Miss
"MORAN, Mr Daniel J. ",male,27,0,3,Queenstown,371110,24.1,1,0,NA,General Labourer  ,1884-06-30,1912-04-15,NA,/titanic-victim/daniel-james-moran.html,3,8,2,Mr
"MORLEY, Mr William ",male,34,0,3,Southampton,364506,8.1,0,0,NA,Carpenter / Joiner  ,1878-06-30,1912-04-15,NA,/titanic-victim/william-morley.html,1,8.1,1,Mr
"MORROW, Mr Thomas Rowan ",male,30,0,3,Queenstown,372622,7.8,0,0,NA,General Labourer  ,1881-04-26,1912-04-15,NA,/titanic-victim/thomas-rowan-morrow.html,1,7.8,1,Mr
"MOSS, Mr Albert Johan ",male,29,1,3,Southampton,312991,7.8,0,0,NA,NA,1882-12-14,1973-07-04,B ,/titanic-survivor/albert-johan-moss.html,1,7.8,1,Mr
"MOUSSA, Mrs Mantoura Boulos ",female,35,1,3,Cherbourg,2626,7.2,0,0,NA,Housewife  ,NA,NA,NA,/titanic-survivor/mantoura-boulos-moussa.html,1,7.2,1,Mrs
"MOUTAL, Mr Rahamin Haim ",male,28,0,3,Southampton,374746,8.1,0,0,NA,Traveller  ,1884-06-30,1912-04-15,NA,/titanic-victim/rahamin-haim-moutal.html,1,8.1,1,Mr
"MUBaRIK, Master Halim ",male,4,1,3,Cherbourg,2661,15.2,1,1,NA,NA,1907-07-15,1975-08-29,C ,/titanic-survivor/halim-gonios-william-george-moubarek.html,3,5.1,3,Master
"MUBaRIK, Master Jirjis ",male,7,1,3,Cherbourg,2661,15.2,1,1,NA,NA,1904-11-27,1979-10-24,C ,/titanic-survivor/gerios-george-moubarek.html,3,5.1,3,Master
"MUBaRIK, Mrs Aminah ",female,24,1,3,Cherbourg,2661,15.2,0,2,NA,NA,1887-06-30,NA,C ,/titanic-survivor/omine-moubarek.html,3,5.1,3,Mrs
"MULLIN, Miss Catherine ",female,21,1,3,Queenstown,35852,7.7,0,0,NA,NA,1890-07-28,1970-11-01,16,/titanic-survivor/catherine-mullin.html,1,7.7,1,Miss
"MULLIN, Miss Mary (_Lennon) ",female,18,0,3,Queenstown,370371,15.5,1,0,NA,NA,NA,1912-04-15,NA,/titanic-victim/mary-lennon-mullin.html,2,7.8,2,Miss
"MULVIHILL, Miss Bridget Elizabeth ",female,25,1,3,Queenstown,382653,7.8,0,0,NA,NA,1886-09-10,1959-10-15,15,/titanic-survivor/bridget-elizabeth-mulvihill.html,1,7.8,1,Miss
"MURDLIN, Mr Joseph ",male,22,0,3,Southampton,3235,8.1,0,0,NA,Chemist  ,1890-06-30,1912-04-15,NA,/titanic-victim/joseph-murdlin.html,1,8.1,1,Mr
"MURPHY, Miss Catherine ",female,18,1,3,Queenstown,367230,15.5,1,0,NA,NA,1893-10-06,1968-09-24,16,/titanic-survivor/catherine-kate-murphy.html,2,7.8,2,Miss
"MURPHY, Miss Margaret Jane ",female,25,1,3,Queenstown,367230,15.5,1,0,NA,NA,1886-09-24,1957-09-29,16,/titanic-survivor/margaret-jane-mary-maggie-murphy.html,2,7.8,2,Miss
"MURPHY, Miss Nora ",female,34,1,3,Queenstown,36568,15.5,0,0,NA,NA,NA,NA,16,/titanic-survivor/nora-murphy.html,2,7.8,1,Miss
"MUSLAMaNi, Mrs Fatimah Muhammad  ",female,22,1,3,Cherbourg,2649,7.2,0,0,NA,NA,1890-01-12,1971-02-16,C ,/titanic-survivor/fatima-mousselmani.html,1,7.2,1,Mrs
"MYHRMAN, Mr Pehr Fabian Oliver Malkolm ",male,18,0,3,Southampton,347078,7.8,0,0,NA,Clerk  ,1893-10-10,1912-04-15,NA,/titanic-victim/pehr-fabian-oliver-malkolm-myhrman.html,1,7.8,1,Mr
"NAIDENOFF, Mr Penko ",male,22,0,3,Southampton,349206,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/penko-naidenoff.html,1,7.9,1,Mr
"NAJIB KIAMIE, Miss Adele ""Jane"" ",female,15,1,3,Cherbourg,2667,7.2,0,0,NA,NA,1896-11-14,1924-02-08,C ,/titanic-survivor/adele-jane-najib-kiamie.html,1,7.2,1,Miss
"NAKHLI, Mr Toufik ",male,17,0,3,Cherbourg,2641,7.2,0,0,NA,NA,NA,1912-04-15,NA,/titanic-victim/toufik-nakhli.html,1,7.2,1,Mr
"NAKID, Miss Maria ",female,1,1,3,Cherbourg,2653,15.7,0,2,NA,NA,1910-05-15,1912-07-30,C ,/titanic-survivor/maria-nakid.html,3,5.2,3,Miss
"NAKID, Mr Sahid ",male,20,1,3,Cherbourg,2653,15.7,1,1,NA,NA,1891-06-30,1926-12-30,C ,/titanic-survivor/sahid-nakid.html,3,5.2,3,Mr
"NAKID, Mrs Waika ""Mary"" ",female,19,1,3,Cherbourg,2653,15.7,1,1,NA,NA,1892-11-18,1963-01-23,C ,/titanic-survivor/waika-mary-nakid.html,3,5.2,3,Mrs
"NANCARROW, Mr William Henry ",male,35,0,3,Southampton,3338,8.1,0,0,NA,Mason  ,1876-06-30,1912-04-15,NA,/titanic-victim/william-henry-nancarrow.html,1,8.1,1,Mr
"NANKOFF, Mr Minko ",male,32,0,3,Southampton,349218,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/minko-nankoff.html,1,7.9,1,Mr
"NASR 'ALMa, Mr Mustafà ",male,19,0,3,Cherbourg,2652,7.2,0,0,NA,Farm Labourer  ,1892-06-30,1912-04-15,NA,/titanic-victim/mustafa-nasr-alma.html,1,7.2,1,Mr
"NASSR RIZQ, Mr Saade ",male,20,0,3,Cherbourg,2676,7.2,0,0,NA,NA,NA,1912-04-15,NA,/titanic-victim/saade-nassr-rizq.html,1,7.2,1,Mr
"NAUGHTON, Miss Hannah ",female,21,0,3,Queenstown,365237,7.8,0,0,NA,Teacher  ,1891-04-10,1912-04-15,NA,/titanic-victim/hannah-naughton.html,1,7.8,1,Miss
"NENKOFF, Mr Christo ",male,22,0,3,Southampton,349234,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/christo-nenkoff.html,1,7.9,1,Mr
"NIEMINEN, Miss Manta Josefina ",female,29,0,3,Southampton,3101297,7.9,0,0,NA,Servant  ,1882-12-15,1912-04-15,NA,/titanic-victim/manta-josefina-nieminen.html,1,7.9,1,Miss
"NIKLASSON, Mr Samuel ",male,28,0,3,Southampton,363611,8.1,0,0,NA,General Labourer  ,1883-05-15,1912-04-15,NA,/titanic-victim/samuel-niklasson.html,1,8.1,1,Mr
"NILSSON, Miss Berta Olivia ",female,18,1,3,Southampton,347066,7.8,0,0,NA,NA,1894-02-22,1976-12-27,D ,/titanic-survivor/berta-olivia-nilsson.html,1,7.8,1,Miss
"NILSSON, Miss Helmina Josefina ",female,26,1,3,Southampton,347470,7.9,0,0,NA,NA,1886-02-19,NA,13,/titanic-survivor/helmina-josefina-nilsson.html,1,7.9,1,Miss
"NILSSON, Mr August Ferdinand ",male,21,0,3,Southampton,350410,7.9,0,0,NA,General Labourer  ,1890-10-18,1912-04-15,NA,/titanic-victim/august-ferdinand-nilsson.html,1,7.9,1,Mr
"NiQuLA YaRID, Master Ilyas ",male,11,1,3,Cherbourg,2651,11.2,1,0,NA,NA,1900-04-16,1981-05-31,C ,/titanic-survivor/elias-louis-garrett-nicola-yarred.html,2,5.6,2,Master
"NiQuLA YaRID, Miss Jamilah ",female,14,1,3,Cherbourg,2651,11.2,1,0,NA,NA,1898-04-15,1970-03-08,C ,/titanic-survivor/jamila-amelia-garrett-nicola-yarred.html,2,5.6,2,Miss
"NIRVA, Mr Iisakki Antino Äijö ",male,41,0,3,Southampton,3101272,7.1,0,0,NA,General Labourer  ,1870-12-24,1912-04-15,NA,/titanic-victim/iisakki-antino-aijo-nirva.html,1,7.1,1,Mr
"NISKäNEN, Mr Juha ",male,39,1,3,Southampton,3101289,7.9,0,0,NA,NA,NA,1927-08-13,9,/titanic-survivor/juha-niskanen.html,1,7.9,1,Mr
"NOFAL, Mr Mansouer ",male,20,0,3,Cherbourg,2697,7.2,0,0,NA,Journalist  ,NA,1912-04-15, [181],/titanic-victim/mansouer-nofal.html,1,7.2,1,Mr
"NOSWORTHY, Mr Richard Cater ",male,21,0,3,Southampton,39886,7.8,0,0,NA,Farm Labourer  ,1891-03-15,1912-04-15,NA,/titanic-victim/richard-cater-nosworthy.html,1,7.8,1,Mr
"NYSTEN, Miss Anna Sofia ",female,22,1,3,Southampton,347081,7.8,0,0,NA,NA,1890-01-22,1977-03-28,13,/titanic-survivor/anna-sofia-nysten.html,1,7.8,1,Miss
"NYSVEEN, Mr Johan Hansen ",male,60,0,3,Southampton,345364,6.2,0,0,NA,Farmer  ,1851-09-17,1912-04-15,NA,/titanic-victim/johan-hansen-nysveen.html,1,6.2,1,Mr
"O'BRIEN, Mr Denis ",male,21,0,3,Queenstown,330979,7.8,0,0,NA,Postal Clerk / Postman  ,1891-06-30,1912-04-15,NA,/titanic-victim/denis-obrien.html,1,7.8,1,Mr
"O'BRIEN, Mr Thomas ",male,27,0,3,Queenstown,370365,15.5,1,0,NA,Farm Labourer  ,NA,1912-04-15,NA,/titanic-victim/thomas-obrien.html,2,7.8,2,Mr
"O'BRIEN, Mrs Johanna ""Hannah"" ",female,26,1,3,Queenstown,370365,15.5,1,0,NA,Housewife  ,1886-06-30,1918-10-17,NA,/titanic-survivor/johanna-hannah-obrien.html,2,7.8,2,Mrs
"O'CONNELL, Mr Patrick Denis ",male,17,0,3,Queenstown,334912,7.7,0,0,NA,General Labourer  ,1894-06-30,1912-04-15,NA,/titanic-victim/patrick-denis-oconnell.html,1,7.7,1,Mr
"O'CONNOR, Mr Maurice ",male,16,0,3,Queenstown,371060,7.8,0,0,NA,General Labourer  ,1895-06-30,1912-04-15,NA,/titanic-victim/maurice-oconnor.html,1,7.8,1,Mr
"O'CONNOR, Mr Patrick ",male,23,0,3,Queenstown,366713,7.8,0,0,NA,Farmer  ,1888-05-30,1912-04-15,NA,/titanic-victim/patrick-oconnor.html,1,7.8,1,Mr
"ÖDAHL, Mr Nils Martin ",male,23,0,3,Southampton,7267,9.2,0,0,NA,General Labourer  ,1888-10-22,1912-04-15,NA,/titanic-victim/nils-martin-odahl.html,1,9.2,1,Mr
"O'DWYER, Miss Ellen ",female,25,1,3,Queenstown,330959,7.9,0,0,NA,NA,1888-06-30,1917-05-03,10,/titanic-survivor/ellen-nellie-odwyer.html,1,7.9,1,Miss
"ÖHMAN, Miss Velin ",female,22,1,3,Southampton,347085,7.8,0,0,NA,NA,1890-03-14,1966-11-19,C ,/titanic-survivor/velin-ohman.html,1,7.8,1,Miss
"O'KEEFE, Mr Patrick ",male,21,1,3,Queenstown,368402,7.8,0,0,NA,Farm Labourer  ,1890-07-15,1939-12-15,B ,/titanic-survivor/patrick-okeefe.html,1,7.8,1,Mr
"O'LEARY, Miss Hanora ""Nora"" ",female,16,1,3,Queenstown,330919,7.8,0,0,NA,NA,1895-06-10,1975-05-18,13,/titanic-survivor/hanora-nora-oleary.html,1,7.8,1,Miss
"OLSEN, Master Artur Karl ",male,9,1,3,Southampton,17368,3.2,0,1,NA,NA,1903-02-06,1975-01-01,13,/titanic-survivor/artur-karl-olsen.html,1,3.2,2,Master
"OLSEN, Mr Henry Margido ",male,28,0,3,Southampton,4001,22.5,0,0,NA,Engineer  ,1884-03-22,1912-04-15, [173],/titanic-victim/henry-margido-olsen.html,3,7.5,1,Mr
"OLSEN, Mr Karl Siegwart Andreas ",male,42,0,3,Southampton,4579,8.4,0,1,NA,General Labourer  ,1870-01-28,1912-04-15,NA,/titanic-victim/karl-siegwart-andreas-olsen.html,1,8.4,2,Mr
"OLSEN, Mr Ole Martin ",male,27,0,3,Southampton,265302,7.3,0,0,NA,General Labourer  ,1885-02-15,1912-04-15,NA,/titanic-victim/ole-martin-olsen.html,1,7.3,1,Mr
"OLSSON, Miss Elina ",female,31,0,3,Southampton,350407,7.9,0,0,NA,NA,1881-01-26,1912-04-15,NA,/titanic-victim/elina-olsson.html,1,7.9,1,Miss
"OLSSON, Mr Nils Johan Göransson ",male,28,0,3,Southampton,347464,7.9,0,0,NA,NA,1883-05-13,1912-04-15,NA,/titanic-victim/nils-johan-goransson-olsson.html,1,7.9,1,Mr
"OLSSON, Mr Oscar Wilhelm ",male,32,1,3,Southampton,347079,7.8,0,0,NA,NA,1879-09-08,1967-04-05,A ,/titanic-survivor/oscar-wilhelm-olsson.html,1,7.8,1,Mr
"OLSVIGEN, Mr Thor Anderson ",male,20,0,3,Southampton,6563,9.2,0,0,NA,Salesman  ,1892-02-07,1912-04-15, [89],/titanic-victim/thor-anderson-olsvigen.html,1,9.2,1,Mr
"ORESKOVIC, Miss Jelka ",female,23,0,3,Southampton,315085,8.7,0,0,NA,Farmer  ,NA,1912-04-15,NA,/titanic-victim/jelka-oreskovic.html,1,8.7,1,Miss
"ORESKOVIC, Miss Marija ",female,20,0,3,Southampton,315096,8.7,0,0,NA,Farm Labourer  ,NA,1912-04-15,NA,/titanic-victim/marija-oreskovic.html,1,8.7,1,Miss
"ORESKOVIC, Mr Luka ",male,20,0,3,Southampton,315094,8.7,0,0,NA,Farmer  ,NA,1912-04-15,NA,/titanic-victim/luka-oreskovic.html,1,8.7,1,Mr
"OSéN, Mr Olaf Elon ",male,16,0,3,Southampton,7534,9.2,0,0,NA,Farm Labourer  ,1895-09-24,1912-04-15,NA,/titanic-victim/olaf-elon-osen.html,2,4.6,1,Mr
"O'SULLIVAN, Miss Bridget Mary ",female,21,0,3,Queenstown,330909,7.6,0,0,NA,NA,1890-05-18,1912-04-15,NA,/titanic-victim/bridget-mary-osullivan.html,1,7.6,1,Miss
"PåLSSON, Master Gösta Leonard ",male,2,0,3,Southampton,349909,21.1,3,1,NA,NA,1910-01-03,1912-04-15,NA,/titanic-victim/gosta-leonard-palsson.html,5,4.2,5,Master
"PåLSSON, Master Paul Folke ",male,6,0,3,Southampton,349909,21.1,3,1,NA,NA,1906-04-14,1912-04-15,NA,/titanic-victim/paul-folke-palsson.html,5,4.2,5,Master
"PåLSSON, Miss Stina Viola ",female,3,0,3,Southampton,349909,21.1,3,1,NA,NA,1908-06-19,1912-04-15,NA,/titanic-victim/stina-viola-palsson.html,5,4.2,5,Miss
"PåLSSON, Miss Torborg Danira ",female,8,0,3,Southampton,349909,21.1,3,1,NA,NA,1903-12-19,1912-04-15,NA,/titanic-victim/torborg-danira-palsson.html,5,4.2,5,Miss
"PåLSSON, Mrs Alma Cornelia ",female,29,0,3,Southampton,349909,21.1,0,4,NA,Housewife  ,1882-08-03,1912-04-15, [206],/titanic-victim/alma-cornelia-palsson.html,5,4.2,5,Mrs
"PANULA, Master Eino Viljam ",male,1,0,3,Southampton,3101295,39.7,4,1,NA,NA,1911-03-10,1912-04-15,NA,/titanic-victim/eino-viljam-panula.html,7,5.7,6,Master
"PANULA, Master Jaako Arnold ",male,14,0,3,Southampton,3101295,39.7,4,1,NA,General Labourer  ,1897-02-08,1912-04-15,NA,/titanic-victim/jaako-arnold-panula.html,7,5.7,6,Master
"PANULA, Master Juha Niilo ",male,7,0,3,Southampton,3101295,39.7,4,1,NA,NA,1904-09-01,1912-04-15,NA,/titanic-victim/juha-niilo-panula.html,7,5.7,6,Master
"PANULA, Master Urho Abraham ",male,2,0,3,Southampton,3101295,39.7,4,1,NA,NA,1909-04-25,1912-04-15,NA,/titanic-victim/urho-abraham-panula.html,7,5.7,6,Master
"PANULA, Mr Ernesti Arvid ",male,16,0,3,Southampton,3101295,39.7,4,1,NA,General Labourer  ,1895-05-18,1912-04-15,NA,/titanic-victim/ernesti-arvid-panula.html,7,5.7,6,Mr
"PANULA, Mrs Maija Emelia Abrahamintytar ",female,41,0,3,Southampton,3101295,39.7,0,5,NA,NA,1870-12-01,1912-04-15,NA,/titanic-victim/maija-emelia-abrahamintytar-panula.html,7,5.7,6,Mrs
"PASIC, Mr Jakob ",male,21,0,3,Southampton,315097,8.7,0,0,NA,Farmer  ,NA,1912-04-15,NA,/titanic-victim/jakob-pasic.html,1,8.7,1,Mr
"PATCHETT, Mr George ",male,19,0,3,Southampton,358585,14.5,0,0,NA,Shoemaker  ,1892-06-30,1912-04-15,NA,/titanic-victim/george-patchett.html,2,7.2,1,Mr
"PAVLOVIC, Mr Stefo ",male,32,0,3,Southampton,349242,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/stefo-pavlovic.html,1,7.9,1,Mr
"PEACOCK, Master Albert Edward ",male,0.58,0,3,Southampton,3101315,13.8,1,1,NA,NA,1911-09-08,1912-04-15,NA,/titanic-victim/albert-edward-peacock.html,3,4.6,3,Master
"PEACOCK, Miss Treasteall ",female,3,0,3,Southampton,3101315,13.8,1,1,NA,NA,1908-06-30,1912-04-15,NA,/titanic-victim/treasteall-peacock.html,3,4.6,3,Miss
